#General
Name: Voyager
Artist: Daft Punk
Difficulty: 10

#Info
BPM: 119.88
SongLength: 228
LeadIn: 1.16
BeatsPerMeasure: 4
AppearanceTime: 2

#GameElements
0, Good, 10, 5
1, Good, 10, 6
2, Good, 10, 5
3, Good, 10, 8
4, Good, 10, 5
5, Good, 10, 2
6, Good, 10, 5
7, Good, 10, 4
8, Good, 10, 5
9, Good, 10, 6
10, Good, 10, 5
11, Good, 10, 8
12, Good, 10, 5
13, Good, 10, 2
14, Good, 10, 5
15, Good, 10, 4
16, Good, 10, 5
17, Good, 10, 6
18, Good, 10, 5
19, Good, 10, 8
20, Good, 10, 5
21, Good, 10, 2
22, Good, 10, 5
23, Good, 10, 4
24, Good, 10, 5
25, Good, 10, 6
26, Good, 10, 5
27, Good, 10, 8
28, Good, 10, 5
29, Good, 10, 2
30, Good, 10, 5
31, Good, 10, 4
32, Good, 10, 5
33, Good, 10, 6
34, Good, 10, 5
35, Good, 10, 8
36, Good, 10, 5
37, Good, 10, 2
38, Good, 10, 5
39, Good, 10, 4
40, Good, 10, 5
41, Good, 10, 6
42, Good, 10, 5
43, Good, 10, 8
44, Good, 10, 5
45, Good, 10, 2
46, Good, 10, 5
47, Good, 10, 4
48, Good, 10, 5
49, Good, 10, 6
50, Good, 10, 5
51, Good, 10, 8
52, Good, 10, 5
53, Good, 10, 2
54, Good, 10, 5
55, Good, 10, 4
56, Good, 10, 5
57, Good, 10, 6
58, Good, 10, 5
59, Good, 10, 8
60, Good, 10, 5
61, Good, 10, 2
62, Good, 10, 5
63, Good, 10, 4
63, Bad, 10, 8
64, Good, 10, 5
65, Good, 10, 6
65, Bad, 10, 2
66, Good, 10, 5
67, Good, 10, 8
68, Good, 10, 5
69, Good, 10, 2
70, Good, 10, 5
71, Good, 10, 4
71, Bad, 10, 8
72, Good, 10, 5
73, Good, 10, 6
73, Bad, 10, 2
74, Good, 10, 5
75, Good, 10, 8
76, Good, 10, 5
77, Good, 10, 2
78, Good, 10, 5
79, Good, 10, 8
79, Bad, 10, 4
80, Good, 10, 5
81, Good, 10, 2
81, Bad, 10, 6
82, Good, 10, 5
83, Good, 10, 8
83, Bad, 10, 4
84, Good, 10, 5
85, Good, 10, 2
