#General
Name: Voyager
Artist: Daft Punk
Mode: Runner
Difficulty: 10

BPM: 119.88
SongLength: 228
LeadIn: 1.16
BeatsPerMeasure: 4
AppearanceTime: 2

#GameElements
136, Bad, 10, 3
333, Good, 10, 5
152, Good, 10, 4
365, Good, 10, 5
168, Bad, 10, 5
397, Good, 10, 5
184, Bad, 10, 5
286.5, Good, 10, 8
200, Good, 10, 5
318.5, Good, 10, 6
216, Good, 10, 5
350.5, Good, 10, 6
232, Good, 10, 5
382.5, Good, 10, 6
248, Good, 10, 5
271.5, Good, 10, 4
272, Good, 10, 1
304, Good, 10, 1
336, Good, 10, 5
368, Good, 10, 5
400, Good, 10, 5
289.5, Good, 10, 6
201.5, Good, 10, 2
321.5, Good, 10, 2
217.5, Good, 10, 2
391.5, Good, 10, 8
391.5, Bad, 10, 7
391.5, Bad, 10, 9
353.5, Good, 10, 2
233.5, Good, 10, 2
385.5, Good, 10, 2
385.5, Bad, 10, 8
249.5, Good, 10, 2
275, Good, 10, 7
307, Good, 10, 7
139, Bad, 10, 2
339, Good, 10, 5
155, Bad, 10, 3
371, Good, 10, 5
403, Good, 10, 5
292.5, Good, 10, 2
203, Good, 10, 5
324.5, Good, 10, 4
219, Good, 10, 5
356.5, Good, 10, 4
235, Good, 10, 5
90, Good, 10, 5
388.5, Good, 10, 4
251, Good, 10, 5
278, Good, 10, 3
310, Good, 10, 3
99, Good, 10, 4
99, Bad, 10, 8
342, Good, 10, 5
374, Good, 10, 5
71, Good, 10, 4
71, Bad, 10, 8
406, Good, 10, 5
79, Good, 10, 8
79, Bad, 10, 4
367.5, Good, 10, 8
87, Good, 10, 8
87, Bad, 10, 4
204.5, Good, 10, 4
375, Good, 10, 5
95, Good, 10, 8
95, Bad, 10, 4
220.5, Good, 10, 4
103, Good, 10, 8
103, Bad, 10, 4
236.5, Good, 10, 4
111, Good, 10, 7
252.5, Good, 10, 4
119, Bad, 10, 7
281, Good, 10, 9
127, Bad, 10, 7
127, Shield, 3
313, Good, 10, 9
142, Good, 10, 8
345, Good, 10, 5
158, Good, 10, 5
377, Good, 10, 5
174, Good, 10, 5
409, Good, 10, 5
190, Good, 10, 5
298.5, Good, 10, 2
206, Good, 10, 5
330.5, Good, 10, 6
222, DoubleMult, 5
362.5, Good, 10, 6
238, Good, 10, 5
394.5, Good, 10, 6
254, Good, 10, 5
284, Good, 10, 7
316, Good, 10, 7
348, Good, 10, 7
348, Bad, 10, 5
348, Bad, 10, 9
335.5, Good, 10, 8
302, Good, 10, 9
412, Good, 10, 5
412, Bad, 10, 7
191.5, Good, 10, 8
301.5, Good, 10, 6
207.5, Good, 10, 8
333.5, Good, 10, 2
223.5, Good, 10, 6
223.5, Bad, 10, 8
365.5, Good, 10, 2
239.5, Good, 10, 8
100, Good, 10, 5
397.5, Good, 10, 2
343, Good, 10, 5
287, Good, 10, 7
129, Bad, 10, 1
319, Good, 10, 5
145, Bad, 10, 1
351, Good, 10, 5
323.5, Good, 10, 8
383, Good, 10, 5
33, Good, 10, 6
272.5, Good, 10, 2
193, Good, 10, 5
37, Good, 10, 2
304.5, Good, 10, 2
209, Good, 10, 5
41, Good, 10, 6
336.5, Bad, 10, 4
225, Good, 10, 5
45, Good, 10, 2
368.5, Bad, 10, 4
241, Good, 10, 5
49, Good, 10, 6
400.5, Bad, 10, 4
258, Good, 10, 4
