#General
Name: Spectrum
Artist: Zedd
Difficulty: 10

BPM: 130
SongLength: 180
LeadIn: 1.2
BeatsPerMeasure: 4
AppearanceTime: 2
#GameElements
136, Good, 10, 6
152, Good, 10, 2
168, Good, 10, 1
184, Good, 10, 3
200, Good, 10, 3
216, Good, 10, 5
232, Good, 10, 5
232, Bad, 10, 2
232, Bad, 10, 4
232, Bad, 10, 6
232, Bad, 10, 8
248, Good, 10, 5
248, Bad, 10, 3
248, Bad, 10, 7
272, Good, 10, 5
304, Good, 10, 5
312.75, Good, 10, 5
249.5, Good, 10, 5
275, Good, 10, 5
307, Good, 10, 5
139, Good, 10, 9
155, Good, 10, 9
171, Good, 10, 9
187, Good, 10, 9
203, Good, 10, 7
219, Good, 10, 3
235, Good, 10, 5
235, Bad, 10, 4
235, Bad, 10, 6
47.5, Good, 10, 8
47.5, Bad, 10, 2
251, Good, 10, 5
51.5, Good, 10, 4
51.5, Bad, 10, 6
278, Good, 10, 5
55.5, Good, 10, 2
55.5, Bad, 10, 8
310, Good, 10, 5
59.5, Good, 10, 6
59.5, Bad, 10, 4
310.75, Good, 10, 5
71, Good, 10, 7
71, Bad, 10, 8
16, Good, 10, 8
16, Bad, 10, 2
79, Good, 10, 9
79, Bad, 10, 8
87, Good, 10, 9
87, Bad, 10, 8
95, Good, 10, 5
95, Bad, 10, 8
103, Good, 10, 5
103, Bad, 10, 2
103, Bad, 10, 4
103, Bad, 10, 6
103, Bad, 10, 8
111, Good, 10, 1
119, Good, 10, 9
281, Good, 10, 5
127, Good, 10, 5
313, Good, 10, 5
306.75, Good, 10, 5
142, Good, 10, 4
158, Good, 10, 5
174, Good, 10, 1
190, Good, 10, 5
206, Good, 10, 5
222, Good, 10, 5
222, Bad, 10, 1
222, Bad, 10, 2
222, Bad, 10, 3
222, Bad, 10, 4
222, Bad, 10, 6
222, Bad, 10, 7
222, Bad, 10, 8
222, Bad, 10, 9
238, Good, 10, 5
238, Bad, 10, 2
238, Bad, 10, 8
307.25, Good, 10, 5
254, Good, 10, 2
284, Good, 10, 5
302, Good, 10, 5
309.25, Good, 10, 5
301.5, Good, 10, 8
310.25, Good, 10, 5
287, Good, 10, 4
